state,name,address,phone,mobile,email,website,contact_person,purpose
gujarat,Satkariya Seva Trust,"Sectar 7-C, 886-2, Arshirvad Gandhinagar Gujarat 382007",,97123 19858,joshibhargav78@gmail.com,,,
gujarat,Shri Akta Gramvikas Trust,"160, Ambli Chowk, Sabhrai, Mandvi Kachchh Gujarat 370450",02834-286429,99741 87125,shriaktagramvikastrust@gmail.com,,,
gujarat,Maheshwar Charitable Trust,"69, Ramdev Nagar Gandhidham, Kachchh Gujarat 370201",,98790 14345,maheshwarcharitabletrust@gmail.com,,Mahesh C Maheshwari,
gujarat,Vishwa Education & Charitable Trust,"Dhesia, Lunawada, Mahisagar Mahisagar Gujarat 388270",,94272 29983,sagar.patel7190@gmail.com,,Sagarkumar Naranbhai Patel,
gujarat,Raj Foundation,"209, Second Floor, Shopping Center, Sec-21 Gandhinagar Gujarat 382021",079-23225127,9195584 14348,rajfoundationngo@gmail.com,,,
gujarat,Sanskar Youth Foundation,"169, Plot Area, Opp. Kalyan Bank, Railway East Gandhinagar Gujarat 382721",,78018 98860,sanskaryouthfoundation5@gmail.com,,,
gujarat,Shiv Sharan Trust,"68, Gujarat Housing Board, Rajpipla Narmada Gujarat 393145",,98981 46290,ram146290@yahoo.co.in,,Ramkrushna Parmar Purpose,
gujarat,Rameshim International Foundation,"A-41, Harinagar, Vavol Gandhinagar Gujarat 382016",,94270 47295,jmkrameshim@gmail.com,,Varsha Gupta,Art And
gujarat,"Krantiveer Sangthan Charitable Trust, Kodinar","10, Revolution Bhagvati Cmplex, Opp. Sugar Factory, Main Gate, Kodinar Gir Somnath Gujarat 362720",,"78178 19190, 88667 47567",,,,
gujarat,Nirvan Cheritable Trust,"Khankotda, Kaiavad Jamnagar Gujarat 361013",,94294 45433,sohamnaad@gmail.com,,Batukbhai M Chovatiya,
gujarat,Janhit Charitable Trust,"25, Xavier Nager, Mariyampur, Press Road, Khambhat Anand Gujarat 388620",,99989 75715,janhitcharitabletrust@gmail.com,,,
gujarat,Vimla Foundation,"S-7, Second Floor, Matushree Complex, In Merkentile Bank Street, palanpur Banaskantha Gujarat 385001",,"99793 67338, 86909 69074",,,,
gujarat,Hemvina Charitable Trust,"10, Crystal Bunglows, Opp. Dental College, Near Alaknanda Society, Ghuma, Manipur Road Ahmedabad Gujarat 382115",,74900 39719,,,,
gujarat,Shri Shakti Khadi Gramodhyog Sangh,"Opp. Referral Hospital, Nr. Chc, Danta Banaskantha Gujarat 385120",,"94263 91257, 97247 50171",sskgsdanta@gmail.com,,,
gujarat,Shiv Shakti Kelavani Mandal.,"Bajipura, Umreth Anand Gujarat 388210",02692 297726,98245 53206,shiv_shakti_m@yahoo.com,www.shivshaktif.org,Jayantibhai,
gujarat,Jagruti Vikas Trust,"A-404, Mulberry Habitat, New CG Road, Chandkheda Ahmedabad Gujarat 382424",,98240 36322,jagrutivikastrust35@gmail.com,,,
gujarat,Edufun Foundation Trust,"Behind Madhusudan Plaza, Navgrah Society, Dhanera Banaskantha Gujarat 385310",,"97252 97187, 87329 20640",edufun.govt.india@gmail.com,,,
gujarat,Plants and Life,"F-296, Vedmata Society, Ioc Road, Chandkheda Ahmedabad Gujarat 382424",,96240 78775,plantsandlife2014@gmail.com,,,
gujarat,Technical Education,"2nd Floor, Vardhman Complex, Main Bajar, Tharad Banaskantha Gujarat 385565",,95372 52022,technicaleducationtharad@gmail.com,,,
gujarat,Sanmay Charitable Trust,"2, Tapaswi Society, Cadila Road, Ghodasar, Maninagar Ahmedabad Gujarat 380050",,99040 45448,sanmay.charity@gmail.com,,,
gujarat,SPRAT – Society for Promoting Rationality,"3rd Floor, Rajnagar Complex, Narayan Nagar Road, Paldi Ahmedabad Gujarat 380007",079-26623655,94276 09827,financeofficer@sprat.in,,,
gujarat,Removing Ignorance for Social Empowerment Foundation,"303-A, Shapath-III, S.G Road Ahmedabad Gujarat 380054",079-26850347,99780 55511,info@risefoundation.in,,,
gujarat,Rural Developement Trust,"405, Atish Annex Gulbai Tekra, Off. C.G.Road Ahmedabad Gujarat 380006",079-40043438,88663 42342,info@rdtrust.org,,,
gujarat,Sadbhavana Charitable Trust,"A-157, New Kamalkunj Society IOC Road Chandkheda Ahmedabad Gujarat 383434",,90997 76529,dipakcmakwana@gmail.com,,Makwana,
gujarat,Abhisek Education and Charitable Trust,"Block-17/3, Thakkarbapanagar Ahmedabad Gujarat 382350",079-22803118,83474 33996,abhisekeducation_charitabletrust@yahoo.in,,,
gujarat,Growup Education Society,"39, Kaveri Comlex, Opp Rto Circle, Subhashbridge Ahmedabad Gujarat 380027",079-27561849,95865 52548,growupeducation001@gmail.com,,,
gujarat,Gujarat Lok Seva Trust,"3, Ram Apartment, Near Little Flower School, Bhattha, Paldi Ahmedabad Gujarat 380007",079-26643377,99136 93959,gujaratloksevatrust95@gmail.com,,,
gujarat,Labh Foundation,Chandlodia Ahmedabad Gujarat 382481,,99747 28677,labhfoundation.guj@gmail.com,,Dilip Goswami,"Plantation,"
gujarat,Life Oriented Education Trust,"B/F-6, 9, 12, Radhe Shoping Mall, Khokhra Circle, Maninagar (East), Ahmedabad Gujarat 380008",079-65930602,"98246 70602, 97250 76387, 80000 36056",,,,
gujarat,Sankalp Education Trust,"C-9, Bhagyoday Shopping Center, Near Cedilla Bridge, Ghodasar Ahmedabad Gujarat 382405",,82646 07494,sanklp.education900@gmail.com,,,
gujarat,IRHA – International Rural Health Association,,,"9825653625, 9426561567",?drjdchauhan@gmail.com,,,
gujarat,Sindhi Panchayat Ellisbridge,,,,,,,
gujarat,Swami Lilashah Navjavan Mandal,,,"91-98256 62457, 91-98792 78199",svgoplani@gmail.com,,,
gujarat,Sindhi Sadabahar Charitable Trust,,,"91-98256 62457, 91-98792 78199",,,,
gujarat,Zankar Social Group,,,91-99799 07429,ngo_zankar@rediffmail.com,,,
gujarat,Yuva Woman Unstoppable,,,91-99091 80356,,,,
gujarat,Yuva Seva Sansthan,,,,yuvaedu_sidhpur@yahoo.in,,Milind Solanki,Help need for poor.
gujarat,Yogi Krupa Khadi Gram Vikas Sangh,,,,jassuyogi2003@yahoo.co.in,,,
gujarat,Yogi Kelvani Mandal,,,91-98796 42052,yacharya@yahoo.com,,Yogesh,Education Aims/Objectives/Mission :
gujarat,Yoganjali Kelvani Mandal,,,,yoganjaliashram@yahoo.com,,Jigna Dave,
gujarat,Yog Karma,,,,bankimChandrashah@yahoo.com,,,
gujarat,Volunteers of Charity,,,"91-94273 19282, 91-99987 79347",info@voiceindia.co.in,,,
gujarat,Volunteer Ngo,,,91-99798 85633,volunteer_future@yahoo.co.in,,Nilofer Khan,
gujarat,Vivekanand Charitable Trust,,,"91-94269 85096, 91-99988 63738",,,,
gujarat,Vivaan Foundation,,,91-9824547877,nitasshah@yahoo.co.in,,,
gujarat,Vishwmaya Foundation,,,91-94270 48044,vishwmaya@gmail.com,,,
gujarat,Vishwkarma Charitable Seva Trust,,,,vishwkarmacheritablesevatrust@yahoo.co.in,,,
gujarat,Vishwgram,,,,tulasanjay@yahoo.com,,Sanjay Tula,"Karuna gram, yuva"
gujarat,Vishwa Vatsalya Manav Sewa Trust,,,91-94269 65234,vvmst@rediffmail.com,,Devchand,
gujarat,Vishvakalyan Society,,,,drdcparikh_avh@yahho.co.in,,,
gujarat,Visamo Kids Foundation,,,,Jaipal_nair2001@yahoo.com,http://www.visamokids.org,,
gujarat,Vikram Sarabhai Centre for Development Interaction,,,,mail@viksat.org,,,
gujarat,Vikas Center for Development,,,,vikas-cfd@vsnl.net,,Rajesh,
gujarat,Vidyanagar Nature Club,,,,info@vncindia.org,,,
gujarat,Vicky Artist Group Trust,,,91-97270 48605,vagt44@yahoo.com,,,
gujarat,Verma Charitable Trust,,,,vermacharitabletrust@gmail.com,,,
gujarat,Veerayatan Vidyapeeth,,,,maheshdoshi2002@yahoo.com,,,
gujarat,Vedchhi Pradesh Seva Samiti,,,,mngovpss@gmail.com,,"Tarlaben Shah, Ashok",
gujarat,Vatsalya Foundation Trust,,,"91-94273 64152, 91-9898005953",Vftngo2010@yahoo.com,,,
gujarat,Vatsalya Education & Charitable Trust,,,91-99049 19151,vatsalyatrust@gmail.com,,,
gujarat,Vasundhara Trust,,,91-98794 53530,,,,
gujarat,VANSHREE,,,91-97277 11984,alokbrahmbhatt@gmail.com,http://www.vanshree.com,,
gujarat,Vaatsalya Foundation Trust,,,91-9898005953,raval_vipulm@yahoo.co.in,,,
gujarat,Uttar Gujarat Viklang Kalyan Sangh,,,91-98258 42013,info@ugvks.org,,,
gujarat,Unnati-Organisation for Development Education,,,,unnatiad1@sancharnet.in,,Binoy Acharya,
gujarat,Universal Welfare Trust of India,,,91-98251 41545,universalwelfare@yahoo.com,,,
gujarat,Universal Vision Foundation,,,91-94268 08804,universal_vision@hotmail.com,,,
gujarat,Universal Charitable Trust,,,,uctngo@gmail.com,http://www.uctngo.com,,
gujarat,United Way of Baroda,,,,uwb@lwbdo.lwbbs.net,,,
gujarat,United India Climate Control Organisation,,,91-98250 63369,bdsharma_rti@yahoo.com,,,
gujarat,UMA – Utkarsh Mahila Association,,,91-98241 86459,utkarshvalsad.823@rediffmail.com,,,
gujarat,Udvikas – Let’s Transform India,,,91-90339 80743,udvikas@gmail.com,,,
gujarat,Uday Bharat Sangh,,,91-99795 22272,sama_hussain2000@yahoo.com,,Sama Hussain,Human
gujarat,Udaan-An Education Resource Centre,,,,udaan_erc@yahoo.co,http://www.udaaedu.net,Dipika Singh,
gujarat,True Vision,,,,truevision2007@rediffmail.com,,,
gujarat,Tribal Students Trust,,,,tribalstudenttrust@gmail.com,,"Rakesh Gamit,",
gujarat,The Nanubhai Education Foundation,,,91-93284 78196,info@nanubhai.org,http://www.nanubhai.org,Cat,
gujarat,The Akshaya Patra Foundation,,,,jainprarthana@gmail.com,,,
gujarat,Thasra Agro Consumers Sanstha,,,"91-98255 38466, 91-93273 05155",tacs_dev_org@yahoo.com,,,
gujarat,Tapansmruti Trust,,,,tapansmruti@gmail.com,,,
gujarat,Swet Group,,,91-98794 60824,swet_communication@yahoo.co.in,,Bhavesh I Chauhan,
gujarat,Swaman Trust,,,91-92288 51459,swaman_india@yahoo.com.au,,,
gujarat,Swa. Manilal V Patel Memorial Education and Charitable Trust,,,91-98256 59038,rhvmpatel@yahoo.com,,,
gujarat,SVADES,,,,svadesruraldev@yahoo.co.in,,S. Trivedi,
gujarat,Sustainable Community Base Approaches for Nation Enhancement,,,91-99096 02046,scane_org@yahoo.com,,Purpose: Rural development,Rural development
gujarat,Supportive Action & Networking Group,,,91-9825008190,dilipsang@hotmail.com,,,
gujarat,Sunrise Vision Charitable Trust,,,"91-98251 55080, 91-98795 83435",,,,
gujarat,Sujan Foundation,,,,sujanfoundation@gmail.com,,Himanshu Pandya,
gujarat,St Xavier’s Social Service Society,,,,xavserv@wilnetonline.net,,,
gujarat,SSA – India,,,,munarj6062@yahoo.com,http://www.ssa-india.org,,
gujarat,SRIDHARA,,,91-99047 99418,nitin_2944@yahoo.com,,,
gujarat,Sree Saraswati Education Trust,,,,setpatan@ymail.com,,Patel Haribhai R,
gujarat,Sree Chhatrashal Foundation,,,,chf_foundation@yahoo.com,,Ramesh Paliya,
gujarat,SOS Childrens Villages of India,,,,sospfr.abad@yahoo.in,,,
gujarat,Soham Foundation,,,,,,Chetna Kalelkar,
gujarat,Society for the Training and Vocational Rehabilitation of the Disabled,,,,,,Purshottam Jivanlal Panchal,
gujarat,Society for the Physically Handicapped,,,,,,Narendrabhai Patel,Disability
gujarat,Society for Education Welfare and Action-Rural,,,,sewarural@sewarural.org,,,
gujarat,Social Reform Organization,,,91-94265 48792,socialreform.org@gmail.com,,Rajan Raval,Help to needy
gujarat,Smt. Sharda Jhatakia Memorial Trust,,,"91-98242 08188, 91-98242 49619",sjeyehospital@rediffmail.com,,,
gujarat,Smt. P.N.R. Society for Relief and Rehabilitation of the Disabled,,,,pnr.society@gmail.com,http://www.pnrsociety.org,Anant K Shah,
gujarat,SMET,,,91-97254 49910,shafi.sos@in.com,,Safik Ansari,Child
gujarat,Siddi Vinayak Foundation Rural Development,,,91-94276 53622,sachin0988@yahoo.com,,Sachin Patel,Rural development
gujarat,Shrujan,,,,ami@shrujan.org,http://www.shrujan.org,Amishroff,
gujarat,Shriji Education Trust,,,91-94276 85284,mukesh.dipti@yahoo.com,,Dr.,
gujarat,Shri Zhalelal Manav Vikas Trust,,,91-94284 78738,a_198638@ayhoo.com,,"Chauhan Bhurabhai K,",
gujarat,Shri Talpda Koli Education Trust,,,,shritalpadakolieducationtrust@gmail.com,,,
gujarat,Shri Shirdi Sai Baba Charitable Trust,,,,info@sscharity.com,http://www.sscharity.com,Srinivas,
gujarat,Shri Sarvoday Vikas Seva Trust,,,91-99244 94540,,,,
gujarat,Shri Sarvoday Mahila Udhyog Mandal,,,,ssmum_okha@yahoo.com,,Amrutaben Somaiya,
gujarat,Shri Sainath Charitabel Trust,,,"91-90999 22100, 91-99044 40002",prashant_rajput23@yahoo.in,,,
gujarat,Shri Mahavir Shubh Sandesh Jivdaya Panjarapole Charitable Trust,,,,shrimahavirshubhsandeshjivdaya@gmail.com,,,
gujarat,Shri Lok Kalyan Gramoddhar Society,,,91-94271 73701,lokkalyan@yahoo.in,,Ranchhodbhai,
gujarat,Shri Janseva Chandramani Charitable Trust,,,,dev_asso_dev@yahoo.com,,Dev Oswal,Searve help to people.
gujarat,Shri Hariom Education Trust,,,,taralkanubhai@yahoo.co.in,,Kanubhai,
gujarat,Shri Gau Ganga Gayatri Charitable Trust,,,,gaugangagayatritrust@gmail.com,,,
gujarat,Shri Dhananjay Vividhlaxi Sarvajanik Trust,,,,vimal19480@yahoo.com,,Namrata Patel,
gujarat,Shri Charitable Trust,,,"91-95105 16733, 91-93276 96388",,,,
gujarat,Shri Bhanubhadra Charitable Trust,,,,,,Anil Kumar Shukla,"Education,"
gujarat,Shri Arpan Seva Trust,,,,sastrust2000@gmail.com,,Viraj Shah,
gujarat,Shreenathji Kisan Vikas Seva Mandal,,,91-98250 18020,jr61275@yahoo.com,,Jignesh Mehta,
gujarat,Shreeji Rural and Tribal Research Development Foundation,,,,setedf_ngo@yahoo.co.in,,Hiren Patel,
gujarat,Shree Yogkshem Foundation for Human Dignity,,,,abhay@yogkshem.org,http://www.yogkshem.org,,
gujarat,Shree Yogi Krupa Khadi Gramodhyogh Vikas Sangh,,,,jassuyogi2003@yahoo.co.in,,Jaswant,
gujarat,Shree Vasundhara Sarvajanik Trust,,,91-98245 16108,manojpatel_19886@yahoo.co.in,,Manoj Patel,
gujarat,Shree Vasundhara Foundation,,,91-98245 11229,,,,
gujarat,Shree Sitaram Khadi Gramodyog Trust,,,,sskgtrust@gmail.com,,Kalpeshbhai G. Thakkar,Work
gujarat,Shree Shamalaji Arogaya Seva Trust,,,,careetsat1@yahoo.com,,,
gujarat,Shree Shakti Education Trust,,,91-98249 07425,pragneshthakkar_2001@yahoo.com,,Ritaben,
gujarat,Shree Samarth Charitable Trust,,,91-99040 48078,rbgandhi75@yahoo.com,,,
gujarat,Shree Raj Education Trust,,,91-98250 56104,nayan.pathak@yahoo.com,,Nayan A.Pathak,
gujarat,Shree Pitheswary Charitable Trust,,,91-98982 27768,hasmukh.panchasara@rediffmail.com,,,
gujarat,Shree Nijanand Education Trust,,,,patelharry108@rediffmail.com,,Haresh Patel,
gujarat,Shree Manav Seva Sangh,,,91-99044 21488,shreemanavshevasangh@gmail.com,,,
gujarat,Shree Mahavir Jain Charitra Kalyan Ratnashram,,,,ashram@songadhashram.org,,Hiren Bhatt,
gujarat,Shree Mahalaxmi Education Trust,,,,shreemahalaxmiedu.trust@gmail.com,,,
gujarat,Shree Jankalyan Yuvak Mandal,,,,tv_vanjara@gmail.com,,T.V.Vanjara,
gujarat,Shree Harikrupa Education Trust,,,,rupesh_zala@yahoo.com,,Rupesh Zala,Human
gujarat,Shree Gujarat Vanvasi Kalyan Parishad,,,,,http://www.vanvasikalyanashram.org,Shri,
gujarat,Shree Gramudhyog Seva Trust,,,,,,Arvind R Solanki,"Health, education,"
gujarat,Shree Chhatrashal Foundation,,,91-93769 40033,chf_foundation@yahoo.com,,Rajesh Paliya,
gujarat,Shree Charitable Trust,,,91-93772 29319,ajay_shree@yahoo.co.in,,Ajay Patel,
gujarat,Shree Bhagini Mitra Mandal,,,,bhaginipalitana@sancharnet.in,,,
gujarat,Shree Aayurved Gramodhyog Mandal,,,91-94264 55070,arvind_raval_112@yahoo.com,,Arvind V,
gujarat,Shramik Vikas Sansthan,,,,,,Sanat Mehta,
gujarat,Shivshakti Graminvikas Trust,,,,mag10@rediffmail.com,,Mahendra Gadhavi,
gujarat,Shivranjani Foundation,,,,,http://www.shivranjanifoundation.com,Bhadresh Joshi,
gujarat,Shiv Shakti Association,,,91-95109 07778,,,,
gujarat,Shilpi Foundation,,,91-98795 27337,hitesh.pariekh@gmail.com,,,
gujarat,Shifa Hospital Trust,,,"91-90994 32678, 91-92280 16915",Shifa.hospitalguj@gmail.com,,,
gujarat,Shelter Care Foundation,,,,info@shelter.org.in,http://www.shelter.org.in,M,
gujarat,Sharma Bajrangdas,,,,bdsharma_rti@yahoo.com,,B.D.Sharma,
gujarat,Sharadadevi Charitable Foundation,,,91-98795 80309,nihal_smile@yahoo.com,,,
gujarat,Shaktikrupa Charitable Trust,,,,cap@satyam.net.in,http://www.shaktikrupa.org,Jeetendra C,
gujarat,SHAKTI,,,,shaktimvm@gmail.com,http://www.shakti.org.in,,
gujarat,Shakati Mahila Jagruti Trust,,,91-98240 73617,shakati_mahila@yahoo.com,,,
gujarat,SG Foundation,,,,sgcarefoundation@gmail.com,,Mukta Raval,
gujarat,Sewa Gram Mahila Haat,,,,sgmh1@dataone.in,http://www.sewamart.com,,
gujarat,Seva Bharti Mandal,,,,sevabhartimandal@yahoo.in,,Mayank Bhavsar,
gujarat,Setu – Centre for Social Knowledge and Action,,,,setumail@wilnetonline.net,,,
gujarat,Self Employed Women’s Association,,,,mail@sewa.org,,,
gujarat,SDS – Saurashtra Dalit Sangathan,,,,orgsds@yahoo.in,,Deven Vanvi,Social
gujarat,School for Deaf-Mutes Society,,,,,,Mr Yagnesh Desai,"Child welfare,"
gujarat,Sawami Vivekanand Vidhya Bharti Trust,,,,,,Kishorbhai Mehta,Education.
gujarat,Save India – Bharat Bachao,,,,sunvira@rediffmail.com,,Sunil Shah,"To fight against corruption,"
gujarat,Saurastra Gramya Vikas Charitable Trust,,,,sgvct_gondal@yahoo.co.in,,Rajendrasinh,
gujarat,Saurashtra Medical and Educational Charitable Trust,,,,savelife@999life.org,http://www.999life.org,,
gujarat,Saurashatra Economic Devlopment Centre,,,,Sedc104@rediffmail.com,http://www.sedc.com,,
gujarat,Satya Charitable Trust,,,,4green@in.com,http://www.satyacharitabletrust.com,,
gujarat,Sarvottam Trust Ltd,,,91-92281 29829,,,,
gujarat,Sarvodaya Kelavani Samaj,,,,yogidhamrajkot@yahoo.com,,Sadhu Tyagvallabhdas,
gujarat,Sarvangi Vikash Trust,,,91-94279 24286,,,,
gujarat,Sarvangi Lok Vikas Kendra,,,91-98241 56613,slvk_kapadwanj@rediffmail.com,,,
gujarat,Sarjan Foundation,,,,marg27@rediffmail.com,,BhalChandra R Shah,Work for women at
gujarat,Saptapadi Education & Charitable Trust,,,,,http://www.saptapadimatrymony.com,,
gujarat,Sanskriti Foundation,,,"91-98980 69082, 91-98983 38833",feedback_sanskriti@yahoo.co.in,,,
gujarat,Sanskar Sinchan Yuva Club,,,91-98980 34985,ravalhitesha@yahoo.com,,Dhuvad Hemantkumar,
gujarat,SANKALP,,,91-98242 00825,sankalp.gandhidham@gmail.com,,,
gujarat,Sankalp Mitra Mandal Public Charitable Trust,,,,yaqoobsaath@hotmail.com,,Yaqoobkhan Pathan,
gujarat,Sanjeevani,,,"91-98240 33254, 91-94287 80063",sanjeevani09@yahoo.com,,,
gujarat,Sanjeevani Charitable Trust,,,"91-94280 64599, 91-94268 63556",sanjeevanidangs@gmail.com,,,
gujarat,Sanidhya Seva Founadation,,,,sanidhyaseva_foundation@gmail.com,,,
gujarat,Sangam Yuva Vikash Shanshtha,,,91-97262 87986,dinesh2137@yahoo.com,,Purpose: Aims/Objectives/Mission,Aims/Objectives/Mission
gujarat,Sandipani Education & Welfare Trust,,,91-98985 52501,ranjit.zala@rediffmail.com,,Purpose: Aims/Objectives/Mission :,Aims/Objectives/Mission :
gujarat,Sanchetana Community Health and Research Centre,,,,ifieahdad1@sanchernet.in,,,
gujarat,Samvad Media and Arts for Development,,,91-99243 33165,pareshparmar79@gmail.com,,,
gujarat,Samerth Trust,,,,samerth@satyam.net.in,http://www.samerth.org,,
gujarat,Samarthan Trust,,,,,,Geeta Rajendra Raval,"Child welfare,"
gujarat,Samajik Sanskritik and Paryavaran Sanrakshan Sansthan,,,"91-98795 88035, 91-98242 04102",,,,
gujarat,Sakhi Mahila Mandal,,,,,,Purpose: Aims/Objectives/Mission : SMM works,Aims/Objectives/Mission : SMM works
gujarat,Sajjata Sangh,,,,,,,
gujarat,Sahyog Trust,,,,sahyogtrust@rediffmail.com,,Shree,
gujarat,Sahyog Kushtha Yagna Trust,,,,,,,
gujarat,Sahiyar – Stree Sangathan,,,,sahiyar@gmail.com,,,
gujarat,Sahayog Foundation,,,,Sahayog_pln@rediffmail.com,,Nileshkumar M Patel,
gujarat,Sahayog Foundation,,,,sahayog.bhuj@in.com,,Rashmin Shah,
gujarat,Sahara Foundation,,,91-94284 85937,saharafoundation_2005@yahoo.com,,Kharodiya,
gujarat,Sahara Education Welfare Trust,,,,sakilindia@gmail.com,,Sakil Vohra,
gujarat,Sagarputra Educational & Charitable Trust,,,,rxsagartandel@gmail.com,,Sharad Tandel,
gujarat,Sagar Trust,,,91-99982 42842,sagartrust.india@gmail.com,,Vijay Patel,
gujarat,Sadbhavna Sarvajanik Trust,,,,nagar_solanki2000@yahoo.com,,Nagar Solanki,Social
gujarat,Sadbhav Mahila and Bal Vikas Trust,,,91-98253 56131,sadbhavmbvikas@yahoo.co.in,,,
gujarat,Saath Charitable Trust,,,,mail@saath.org,,,
gujarat,Saarthi Charitable Trust,,,,amritatrivedi@yahoo.com,,,
gujarat,Rural Development & Research Centre,,,91-99250 46004,pinket_solanki@yahoo.in,,,
gujarat,RSSS – Rajpipla Social Service Society,,,,rsss.narmada@gmail.com,,,
gujarat,Roshani Trust,,,"91-98259 06097, 91-98254 25518",roshani3116@rediffmail.com,,,
gujarat,Rohit Mahila Mandal,,,,,,Jayesh Chavda,Education. Aims/Objectives/Mission :
gujarat,Rejoice Mission on Livelihood,,,,rejoicemission@gmail.com,,Richa Edwin,
gujarat,RECT – Raika Education Charitable Trust,,,,dharamashi_r@yahoo.com,,,
gujarat,Ratnasinhji Mahida Rural Development Trust,,,,rmrdtrust@rediffmail.com,,Rajsinh Mahida,Education and
gujarat,Rabbani Education and Charitable Trust,,,91-94262 65175,rabbani_trust@yahoo.com,,N.A.Mathakiya,Social
gujarat,Progressive Minds Education Foundation,,,91-98793 96167,progressiveminds@live.com,,,
gujarat,Prerna Shram Labour and Recharse Sansthan,,,,rohitraaj@epatra.com,,Rohit,
gujarat,Prayas Foundation,,,,prayas_foundation13@yahoo.com,,P.U.Solanki,Development for
gujarat,Pravah Trust,,,,pravah@gmail.com,,,
gujarat,Pravah North Gujarat Regional Center,,,91-99250 25902,pravah_ng@yahoo.co.in,,,
gujarat,Prarthana Charitable Trust,,,91-98250 65650,prarthanatrust@gmail.com,http://www.prarthanatrust.webs.com,,
gujarat,Prakruti-Centre for Ecocentric Development and People’s Action,,,,,,Sandhya Bhat,Environment
gujarat,Prakruti Foundation,,,,prakruti.foundation@gmail.com,,Kanubhai S Parmar,
gujarat,Prakruti Charitable Trust,,,,,,Purpose: Aims/Objectives/Mission,Aims/Objectives/Mission
gujarat,Prakriti Nature Club,,,91-98985 15362,dinesh_goswami2008@yahoo.com,,,
gujarat,Prakash Chandra Charitable Trust,,,91-94296 27656,anchalmehta74@gmail.com,,Anchal Mehta,
gujarat,Pragati Resource Center,,,91-98244 40413,prcngo@ymail.com,,Hasmukh Patel,
gujarat,Prabhat Kelavani Mandal,,,91-99094 57064,,,Rajesh Vankar,For the batter development of India
gujarat,Prabhat Education Foundation,,,,prabhat@prabhatedu.org,,,
gujarat,Prabhas Sodh Sanshan & Prabhasnrupati-Maharaja Vayjaldev Buttoji Memorial Trust,,,,,,,
gujarat,PHA International,,,91-94277 02692,pha_international@rediffmail.com,,,
gujarat,Peoples Training and Research Centre,,,,ptrcvdr@yahoo.co.in,http://www.ptrc.info,Jagdish Patel,
gujarat,Patriot Gujarat a Global Pride,,,,gujaratpatriot@yahoo.co.in,,Dr. Kamlesh Shah,
gujarat,Parivertan Ngo & Charitable Trust,,,,parivertanngo@yahoo.com,,Jashwantbhai,To
gujarat,Panchmahal Pradesh Yuva Vikas Sanstha,,,91-98243 79705,yuvavikas2001@gmail.com,,Sevak Hasmukhbhai,To
gujarat,Padhariya Yuva Sangharsh Manch,,,91-93750 32236,sukeshamul@yahoo.co.in,,,
gujarat,Paavan Education Trust,,,"91-94264 41366, 91-94264 41366",taxonomy.naren@gmail.com,,,
gujarat,Om Shri Sai Education Medical & Charitable Trust,,,,,,Tarlaben Chauhan,Medical
gujarat,Nisbat Foundation,,,91-99986 22477,nehaltri@gmail.com,,,
gujarat,Nirman Charitable Trust,,,91-98251 47357,nirmansurat@yahoo.in,,Shri Kishor,
gujarat,Nimit Foundation,,,91-93273 26231,nimitfoundation@yahoo.com,,,
gujarat,Nidhi Foundation,,,91-99096 34376,nidhifoundation@yahoo.com,,,
gujarat,Neswa Charitable Trust,,,91-97257 64975,neswatrust@yahoo.com,,,
gujarat,Nehru Yuva Kendra,,,,,,,
gujarat,NEEDS – Nature Education and Environmental Awareness,,,,needs_Vadodara@yahoo.co.in,,Avani Bhatt,
gujarat,Navsarjan,,,,navsarjan_surat@yahoo.co.in,,Vincent Mooken,
gujarat,Navsanskar Mahila and Bal Vikas Foundation,,,91-80006 96850,navsanskarfoundation@gmail.com,,,
gujarat,Navjeevan Trust,,,,navjeevanrjat@satyam.net.in,,Thomas,
gujarat,Navbharat Charitable Trust,,,91-99253 38202,mychirag_it@yahoo.co.in,,,
gujarat,Nav Jagruti Samaj Seva Trust,,,91-94269 42465,ghanshyambhai_parmar@yahoo.com,,Ghan Shyam,
gujarat,Nav Gujarat Education Trust,,,91-94274 22059,activecomputercentre@yahoo.in,,,
gujarat,"Nature Club Surat, Environment Education & Research Centre",,,91-98250 57678,info@natureclubsurat.org,,,
gujarat,Natural Awareness and Social Action Charitable Trust,,,,virendrasinh804@gmail.com,,Virendrasinh K.Jadeja,
gujarat,National Rural Development Foundation,,,,kisanbhartinrdf@gmail.com,,,
gujarat,National Civil and Environment Protection International NGO,,,,gpncep@gmail.com,,J Patel,Services towrds
gujarat,Narayan Seva Charitable Trust,,,,desaiajit@satyam.net.in,,Ajit,
gujarat,Naisargik Trust,,,,naisargik@hotmail.com,,,
gujarat,Mook Badhir Mandal,,,,,,Narahari Shah,"Development(General),"
gujarat,Mohsin S. Turner,,,91-98989 90409,khanpurwelfare_trust@ymail.com,,Danish,
gujarat,Mobile Pashu Samadhi Seva Group,,,,vaibhav_prkh1982@sify.com,,Dhiraj kumar,
gujarat,MKT – Manav Kalyan Trust,,,,mktgujarat@rediffmail.com,,,
gujarat,Mercy Charitable Trust,,,91-98251 66711,mercy.trustmaster@yahoo.in,,Mahesh Master,
gujarat,MARAG,,,91-94274 98492,maragindia@rediffmail.com,http://www.marag.org,,
gujarat,Manthan Educational Programme Society,,,91-98250 62409,abhay.manthan@gmail.com,http://www.manthanindia.org,,
